Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
"seeping-shadows-blue","Seeping Shadows","Blue","Monarch","MON167",Unlimited,,,3,,,0,
"seeping-shadows-blue","Seeping Shadows","Blue","Monarch","MON167",Unlimited,Rainbow,,0,,,0,
"seeping-shadows-blue","Seeping Shadows","Blue","Monarch","MON167",First,,,,,,,
"seeping-shadows-blue","Seeping Shadows","Blue","Monarch","MON167",First,Rainbow,,,,,,
"seerstone","Seerstone","","Dynasty","DYN193",,,,1,,,0,
"seerstone","Seerstone","","Dynasty","DYN193",,Cold,,0,,,0,
"seerstone","Seerstone","","Dynasty","DYN193",,Rainbow,,0,,,0,
"seismic-eruption-yellow","Seismic Eruption","Yellow","Mastery Pack: Guardian","MPG024",,,,0,,,,
"seismic-eruption-yellow","Seismic Eruption","Yellow","Mastery Pack: Guardian","MPG024",,Rainbow,,0,,,,
"seismic-eruption-yellow","Seismic Eruption","Yellow","Mastery Pack: Guardian","MPG024",,Rainbow,Extended Art,,,,,
"seismic-shelter-blue","Seismic Shelter","Blue","Mastery Pack: Guardian","MPG023",,,,0,,,,
"seismic-shelter-blue","Seismic Shelter","Blue","Mastery Pack: Guardian","MPG023",,Rainbow,,0,,,,
"seismic-shift-red","Seismic Shift","Red","Compendium of Rathe","PEN020",,,,1,,,0,
"seismic-shift-red","Seismic Shift","Red","Compendium of Rathe","PEN020",,Rainbow,,0,,,0,
"seismic-stir-red","Seismic Stir","Red","Mastery Pack: Guardian","MPG094",,,,0,,,,
"seismic-stir-red","Seismic Stir","Red","Everfest","EVR030",First,,,7,,,5,
"seismic-stir-red","Seismic Stir","Red","Everfest","EVR030",First,Rainbow,,1,,,0,
"seismic-stir-yellow","Seismic Stir","Yellow","Mastery Pack: Guardian","MPG095",,,,0,,,,
"seismic-stir-yellow","Seismic Stir","Yellow","Everfest","EVR031",First,,,9,,,7,
"seismic-stir-yellow","Seismic Stir","Yellow","Everfest","EVR031",First,Rainbow,,1,,,0,
"seismic-stir-blue","Seismic Stir","Blue","Mastery Pack: Guardian","MPG096",,,,0,,,,
"seismic-stir-blue","Seismic Stir","Blue","Everfest","EVR032",First,,,5,,,4,
"seismic-stir-blue","Seismic Stir","Blue","Everfest","EVR032",First,Rainbow,,2,,,0,
"seismic-surge","Seismic Surge","","Bravo Silver Age Deck","SBR035",,,,,,,,
"seismic-surge","Seismic Surge","","Smash Palace","SMP034",,,,,,,,
"seismic-surge","Seismic Surge","","Bravo Demo Deck","BDD019",,,,,,,,
"seismic-surge","Seismic Surge","","Mastery Pack: Guardian","MPG112",,,,0,,,,
"seismic-surge","Seismic Surge","","Mastery Pack: Guardian","MPG112",,Cold,Alternate Art,,,,,
"seismic-surge","Seismic Surge","","Mastery Pack: Guardian","MPG112",,Cold,Alternate Art,,,,,
"seismic-surge","Seismic Surge","","Mastery Pack: Guardian","MPG112",,Cold,Alternate Art,,,,,
"seismic-surge","Seismic Surge","","Armory Deck Origins: Jarl","AJV030",,,,,,,,
"seismic-surge","Seismic Surge","","Dusk till Dawn","DTD204",,,,4,,,3,
"seismic-surge","Seismic Surge","","History Pack 1","1HP085",,,,1,,,1,
"seismic-surge","Seismic Surge","","Everfest","EVR036",First,,,2,,,1,
"seismic-surge","Seismic Surge","","Tales of Aria","ELE212",Unlimited,,,1,,,0,
"seismic-surge","Seismic Surge","","Tales of Aria","ELE212",First,,,,,,,
"seismic-surge","Seismic Surge","","Oldhim Blitz Deck","OLD032",,,,,,,,
"seismic-surge","Seismic Surge","","Crucible of War","CRU044",Unlimited,Rainbow,,1,,,0,
"seismic-surge","Seismic Surge","","Crucible of War","CRU044",First,Rainbow,,,,,,
"seismic-surge","Seismic Surge","","Welcome to Rathe","WTR075",Unlimited,,,1,,,0,
"seismic-surge","Seismic Surge","","Welcome to Rathe","WTR075",Alpha,,,,,,,
"seismic-surge","Seismic Surge","","Promos","FAB203",,Cold,,,,,,
"sekem-archangel-of-ravages","Sekem, Archangel of Ravages","","Dusk till Dawn","DTD008",,,,,,,,
"sekem-archangel-of-ravages","Sekem, Archangel of Ravages","","Dusk till Dawn","DTD008",,Cold,Full Art,,,,,
"semblance-blue","Semblance","Blue","Uprising","UPR154",,,,3,,,0,
"semblance-blue","Semblance","Blue","Uprising","UPR154",,Rainbow,,0,,,0,
"send-packing-yellow","Send Packing","Yellow","Heavy Hitters","HVY012",,,,1,,,0,
"send-packing-yellow","Send Packing","Yellow","Heavy Hitters","HVY012",,Rainbow,,1,,,0,
"sense-weakness-blue","Sense Weakness","Blue","Compendium of Rathe","PEN021",,,,0,,,,
"sense-weakness-blue","Sense Weakness","Blue","Compendium of Rathe","PEN021",,Rainbow,Extended Art,,,,,
"ser-boltyn-breaker-of-dawn","Ser Boltyn, Breaker of Dawn","","Armory Deck: Boltyn","ASB001",,,,,,,,
"ser-boltyn-breaker-of-dawn","Ser Boltyn, Breaker of Dawn","","Dusk till Dawn","DTD044",,,,3,,,2,
"ser-boltyn-breaker-of-dawn","Ser Boltyn, Breaker of Dawn","","Monarch","MON029",Unlimited,,,1,,,0,
"ser-boltyn-breaker-of-dawn","Ser Boltyn, Breaker of Dawn","","Monarch","MON029",First,,,,,,,
"ser-boltyn-breaker-of-dawn","Ser Boltyn, Breaker of Dawn","","Promos","HER031",,Cold,,,,,,
"ser-boltyn-breaker-of-dawn","Ser Boltyn, Breaker of Dawn","","Promos","WIN010",,Cold,,,,,,
"ser-boltyn-breaker-of-dawn","Ser Boltyn, Breaker of Dawn","","Promos","HER039",,Rainbow,,,,,,
"ser-boltyn-breaker-of-dawn","Ser Boltyn, Breaker of Dawn","","Promos","CON005",,Cold,Full Art,,,,,
"ser-boltyn-breaker-of-dawn","Ser Boltyn, Breaker of Dawn","","Promos","CON005",,Cold,Full Art,,,,,
"serpents-kiss-blue","Serpent's Kiss","Blue","Compendium of Rathe","PEN262",,,,1,,,0,
"serpents-kiss-blue","Serpent's Kiss","Blue","Compendium of Rathe","PEN262",,Rainbow,,0,,,0,
"settle-the-bill-red","Settle the Bill","Red","Omens of the Third Age","OMN237",,,,0,,,,
"settle-the-bill-red","Settle the Bill","Red","Omens of the Third Age","OMN237",,Rainbow,,0,,,,
"seven-sin-nebula","Seven Sin Nebula","","Usurp the Shadow Throne","IAR108",,,,,,,,
"seven-sin-nebula","Seven Sin Nebula","","GEM","GEM185",,Cold,,,,,,
"shaden-death-hydra-yellow","Shaden Death Hydra","Yellow","Dusk till Dawn","DTD108",,,,3,,,0,
"shaden-death-hydra-yellow","Shaden Death Hydra","Yellow","Dusk till Dawn","DTD108",,Rainbow,,0,,,0,
"shaden-scream-red","Shaden Scream","Red","Dusk till Dawn","DTD118",,,,5,,,3,
"shaden-scream-red","Shaden Scream","Red","Dusk till Dawn","DTD118",,Rainbow,,1,,,0,
"shaden-scream-yellow","Shaden Scream","Yellow","Dusk till Dawn","DTD119",,,,7,,,4,
"shaden-scream-yellow","Shaden Scream","Yellow","Dusk till Dawn","DTD119",,Rainbow,,0,,,0,
"shaden-scream-blue","Shaden Scream","Blue","Dusk till Dawn","DTD120",,,,6,,,3,
"shaden-scream-blue","Shaden Scream","Blue","Dusk till Dawn","DTD120",,Rainbow,,0,,,0,
"shaden-swing-red","Shaden Swing","Red","Dusk till Dawn","DTD124",,,,8,,,7,
"shaden-swing-red","Shaden Swing","Red","Dusk till Dawn","DTD124",,Rainbow,,2,,,0,
"shaden-swing-yellow","Shaden Swing","Yellow","Dusk till Dawn","DTD125",,,,10,,,10,
"shaden-swing-yellow","Shaden Swing","Yellow","Dusk till Dawn","DTD125",,Rainbow,,3,,,0,
"shaden-swing-blue","Shaden Swing","Blue","Dusk till Dawn","DTD126",,,,11,,,9,
"shaden-swing-blue","Shaden Swing","Blue","Dusk till Dawn","DTD126",,Rainbow,,1,,,0,
"shadow-of-blasmophet-red","Shadow of Blasmophet","Red","Monarch","MON125",Unlimited,,,3,,,0,
"shadow-of-blasmophet-red","Shadow of Blasmophet","Red","Monarch","MON125",Unlimited,Rainbow,,0,,,0,
"shadow-of-blasmophet-red","Shadow of Blasmophet","Red","Monarch","MON125",First,,,,,,,
"shadow-of-blasmophet-red","Shadow of Blasmophet","Red","Monarch","MON125",First,Rainbow,,,,,,
"shadow-of-ursur-blue","Shadow of Ursur","Blue","Monarch","MON156",Unlimited,,,3,,,0,
"shadow-of-ursur-blue","Shadow of Ursur","Blue","Monarch","MON156",Unlimited,Rainbow,,0,,,0,
"shadow-of-ursur-blue","Shadow of Ursur","Blue","Monarch","MON156",First,,,,,,,
"shadow-of-ursur-blue","Shadow of Ursur","Blue","Monarch","MON156",First,Rainbow,,,,,,
"shadow-puppetry-red","Shadow Puppetry","Red","Monarch","MON193",Unlimited,,,4,,,1,
"shadow-puppetry-red","Shadow Puppetry","Red","Monarch","MON193",Unlimited,Rainbow,,0,,,0,
"shadow-puppetry-red","Shadow Puppetry","Red","Monarch","MON193",First,,,,,,,
"shadow-puppetry-red","Shadow Puppetry","Red","Monarch","MON193",First,Rainbow,,,,,,
"shadowrealm-harrower-blue","Shadowrealm Harrower","Blue","Usurp the Shadow Throne","IAR174",,,,,,,,
"shadowrealm-harrower-blue","Shadowrealm Harrower","Blue","Usurp the Shadow Throne","IAR174",,Rainbow,,,,,,
"shadowrealm-harrower-blue","Shadowrealm Harrower","Blue","Promos","FAB510",,Rainbow,Extended Art,,,,,
"shadowrealm-harvester-red","Shadowrealm Harvester","Red","Usurp the Shadow Throne","IAR175",,,,,,,,
"shadowrealm-harvester-red","Shadowrealm Harvester","Red","Usurp the Shadow Throne","IAR175",,Rainbow,,,,,,
"shadowrealm-harvester-red","Shadowrealm Harvester","Red","Promos","FAB511",,Rainbow,Extended Art,,,,,
"shadowrealm-horror-red","Shadowrealm Horror","Red","Part the Mistveil","MST236",,,,0,,,,
"shadowrealm-horror-red","Shadowrealm Horror","Red","Part the Mistveil","MST236",,Rainbow,,0,,,,
"shadowrealm-reaper-yellow","Shadowrealm Reaper","Yellow","Usurp the Shadow Throne","IAR176",,,,,,,,
"shadowrealm-reaper-yellow","Shadowrealm Reaper","Yellow","Usurp the Shadow Throne","IAR176",,Rainbow,,,,,,
"shadowrealm-reaper-yellow","Shadowrealm Reaper","Yellow","Promos","FAB512",,Rainbow,Extended Art,,,,,
"shake-down-red","Shake Down","Red","Outsiders","OUT013",,,,1,,,0,
"shake-down-red","Shake Down","Red","Outsiders","OUT013",,Rainbow,,1,,,0,
"shallow-water-shark-harpoon-yellow","Shallow Water Shark Harpoon","Yellow","Compendium of Rathe","PEN166",,,,3,,,0,
"shallow-water-shark-harpoon-yellow","Shallow Water Shark Harpoon","Yellow","Compendium of Rathe","PEN166",,Rainbow,,0,,,0,
"shallow-water-shark-harpoon-yellow","Shallow Water Shark Harpoon","Yellow","GEM","GEM127",,,Extended Art,,,,,
"shallow-water-shark-harpoon-yellow","Shallow Water Shark Harpoon","Yellow","GEM","GEM127",,Rainbow,Extended Art,,,,,
"shamanic-shinbones","Shamanic Shinbones","","Compendium of Rathe","PEN005",,,,1,,,0,
"shamanic-shinbones","Shamanic Shinbones","","Compendium of Rathe","PEN005",,Cold,,0,,,0,
"shapeless-form-blue","Shapeless Form","Blue","Compendium of Rathe","PEN264",,,,1,,,0,
"shapeless-form-blue","Shapeless Form","Blue","Compendium of Rathe","PEN264",,Rainbow,,1,,,0,
"sharp-n-shine-red","Sharp 'n Shine","Red","Mastery Pack: Warrior","MPW123",,,,,,,,
"sharp-n-shine-red","Sharp 'n Shine","Red","Mastery Pack: Warrior","MPW123",,Rainbow,,,,,,
"sharp-n-shine-yellow","Sharp 'n Shine","Yellow","Mastery Pack: Warrior","MPW124",,,,,,,,
"sharp-n-shine-yellow","Sharp 'n Shine","Yellow","Mastery Pack: Warrior","MPW124",,Rainbow,,,,,,
"sharp-n-shine-blue","Sharp 'n Shine","Blue","Mastery Pack: Warrior","MPW125",,,,,,,,
"sharp-n-shine-blue","Sharp 'n Shine","Blue","Mastery Pack: Warrior","MPW125",,Rainbow,,,,,,
"sharp-incline-red","Sharp Incline","Red","Mastery Pack: Warrior","MPW119",,,,,,,,
"sharp-incline-red","Sharp Incline","Red","Mastery Pack: Warrior","MPW119",,Rainbow,,,,,,
"sharp-incline-red","Sharp Incline","Red","Armory Deck Origins: Hala","AHA013",,,,,,,,
"sharp-incline-yellow","Sharp Incline","Yellow","Mastery Pack: Warrior","MPW120",,,,,,,,
"sharp-incline-yellow","Sharp Incline","Yellow","Mastery Pack: Warrior","MPW120",,Rainbow,,,,,,
"sharp-incline-yellow","Sharp Incline","Yellow","Armory Deck Origins: Hala","AHA018",,,,,,,,
"sharp-incline-blue","Sharp Incline","Blue","Mastery Pack: Warrior","MPW121",,,,,,,,
"sharp-incline-blue","Sharp Incline","Blue","Mastery Pack: Warrior","MPW121",,Rainbow,,,,,,
"sharp-shooters","Sharp Shooters","","Armory Deck: Azalea","AAZ006",,Rainbow,,,,,,
"sharp-shooters","Sharp Shooters","","Promos","JDG033",,Cold,,,,,,
"sharpen-steel-red","Sharpen Steel","Red","Mastery Pack: Warrior","MPW122",,,,,,,,
"sharpen-steel-red","Sharpen Steel","Red","Dorinthea Silver Age Deck","SDO019",,,,,,,,
"sharpen-steel-red","Sharpen Steel","Red","Classic Battles: Rhinar vs Dorinthea","DVR012",,,,,,,,
"sharpen-steel-red","Sharpen Steel","Red","Welcome to Rathe","WTR141",Unlimited,,,3,,,0,
"sharpen-steel-red","Sharpen Steel","Red","Welcome to Rathe","WTR141",Unlimited,Rainbow,,0,,,0,
"sharpen-steel-red","Sharpen Steel","Red","Welcome to Rathe","WTR141",Alpha,,,,,,,
"sharpen-steel-red","Sharpen Steel","Red","Welcome to Rathe","WTR141",Alpha,Rainbow,,,,,,
"sharpen-steel-red","Sharpen Steel","Red","Dorinthea Hero Deck","TEA014",,,,,,,,
"sharpen-steel-yellow","Sharpen Steel","Yellow","Welcome to Rathe","WTR142",Unlimited,,,3,,,0,
"sharpen-steel-yellow","Sharpen Steel","Yellow","Welcome to Rathe","WTR142",Unlimited,Rainbow,,0,,,0,
"sharpen-steel-yellow","Sharpen Steel","Yellow","Welcome to Rathe","WTR142",Alpha,,,,,,,
"sharpen-steel-yellow","Sharpen Steel","Yellow","Welcome to Rathe","WTR142",Alpha,Rainbow,,,,,,
"sharpen-steel-blue","Sharpen Steel","Blue","Welcome to Rathe","WTR143",Unlimited,,,2,,,0,
"sharpen-steel-blue","Sharpen Steel","Blue","Welcome to Rathe","WTR143",Unlimited,Rainbow,,1,,,0,
"sharpen-steel-blue","Sharpen Steel","Blue","Welcome to Rathe","WTR143",Alpha,,,,,,,
"sharpen-steel-blue","Sharpen Steel","Blue","Welcome to Rathe","WTR143",Alpha,Rainbow,,,,,,
"sharpen-steel-blue","Sharpen Steel","Blue","Dorinthea Hero Deck","TEA024",,,,,,,,
"sharpened-senses-yellow","Sharpened Senses","Yellow","The Hunted","HNT118",,,,0,,,,
"sharpened-senses-yellow","Sharpened Senses","Yellow","The Hunted","HNT118",,Rainbow,,0,,,,
"sharpening-sparks-red","Sharpening Sparks","Red","Mastery Pack: Warrior","MPW026",,,,,,,,
"sharpening-sparks-red","Sharpening Sparks","Red","Mastery Pack: Warrior","MPW026",,Rainbow,Extended Art,,,,,
"shatter-yellow","Shatter","Yellow","Everfest","EVR054",First,,,3,,,0,
"shatter-yellow","Shatter","Yellow","Everfest","EVR054",First,Rainbow,,0,,,0,
"shatter-sorcery-blue","Shatter Sorcery","Blue","Compendium of Rathe","PEN330",,,,0,,,,
"shatter-sorcery-blue","Shatter Sorcery","Blue","Compendium of Rathe","PEN330",,Rainbow,,0,,,,
"shatter-the-weakpoint-red","Shatter the Weakpoint","Red","Mastery Pack: Warrior","MPW068",,,,,,,,
"shatter-the-weakpoint-red","Shatter the Weakpoint","Red","Mastery Pack: Warrior","MPW068",,Rainbow,,,,,,
"shattering-flowtide-red","Shattering Flowtide","Red","Armory Deck: Zyggy","AZS013",,,,,,,,
"shattering-flowtide-red","Shattering Flowtide","Red","Omens of the Third Age","OMN024",,,,6,,,3,
"shattering-flowtide-red","Shattering Flowtide","Red","Omens of the Third Age","OMN024",,Rainbow,,0,,,0,
"shattering-flowtide-red","Shattering Flowtide","Red","GEM","GEM152",,,Extended Art,,,,,
"shattering-flowtide-red","Shattering Flowtide","Red","GEM","GEM152",,Rainbow,Extended Art,,,,,
"shattering-flowtide-yellow","Shattering Flowtide","Yellow","Omens of the Third Age","OMN025",,,,3,,,0,
"shattering-flowtide-yellow","Shattering Flowtide","Yellow","Omens of the Third Age","OMN025",,Rainbow,,0,,,0,
"shattering-flowtide-blue","Shattering Flowtide","Blue","Armory Deck: Zyggy","AZS023",,,,,,,,
"shattering-flowtide-blue","Shattering Flowtide","Blue","Omens of the Third Age","OMN026",,,,4,,,1,
"shattering-flowtide-blue","Shattering Flowtide","Blue","Omens of the Third Age","OMN026",,Rainbow,,0,,,0,
"shattering-grasp","Shattering Grasp","","Compendium of Rathe","PEN228",,,,1,,,0,
"shattering-grasp","Shattering Grasp","","Compendium of Rathe","PEN228",,Cold,,0,,,0,
"shattering-stardust-red","Shattering Stardust","Red","Armory Deck: Zyggy","AZS014",,,,,,,,
"shelly-hardened-traveler-yellow","Shelly, Hardened Traveler","Yellow","High Seas","SEA078",,,,9,,,6,
"shelly-hardened-traveler-yellow","Shelly, Hardened Traveler","Yellow","High Seas","SEA078",,Cold,Full Art,,,,,
"shelly-hardened-traveler-yellow","Shelly, Hardened Traveler","Yellow","Promos","LGS408",,Rainbow,Extended Art,,,,,
"shelter-from-the-storm-red","Shelter from the Storm","Red","Compendium of Rathe","PEN321",,,Alternate Art,0,,,,
"shelter-from-the-storm-red","Shelter from the Storm","Red","The Hunted","HNT222",,,,1,,,0,
"shelter-from-the-storm-red","Shelter from the Storm","Red","The Hunted","HNT222",,Rainbow,,0,,,0,
"shelter-from-the-storm-red","Shelter from the Storm","Red","The Hunted","HNT222",,Rainbow,Extended Art,,,,,
"shelter-from-the-storm-red","Shelter from the Storm","Red","Promos","ANQ010",,Rainbow,Alternate Art,,,,,
"sheltered-cove","Sheltered Cove","","Heavy Hitters","HVY197",,,,11,,,10,
"sheltered-cove","Sheltered Cove","","Heavy Hitters","HVY197",,Cold,,0,,,0,
"shield-bash-red","Shield Bash","Red","Dynasty","DYN030",,,,3,,,0,
"shield-bash-red","Shield Bash","Red","Dynasty","DYN030",,Rainbow,,0,,,0,
"shield-bash-yellow","Shield Bash","Yellow","Dynasty","DYN031",,,,3,,,0,
"shield-bash-yellow","Shield Bash","Yellow","Dynasty","DYN031",,Rainbow,,0,,,0,
"shield-bash-blue","Shield Bash","Blue","Dynasty","DYN032",,,,2,,,0,
"shield-bash-blue","Shield Bash","Blue","Dynasty","DYN032",,Rainbow,,1,,,0,
"shield-beater","Shield Beater","","Compendium of Rathe","PEN015",,,,1,,,0,
"shield-beater","Shield Beater","","GEM","GEM108",,Cold,,,,,,
"shield-wall-red","Shield Wall","Red","Dynasty","DYN036",,,,2,,,1,
"shield-wall-red","Shield Wall","Red","Dynasty","DYN036",,Rainbow,,2,,,0,
"shield-wall-yellow","Shield Wall","Yellow","Dynasty","DYN037",,,,3,,,0,
"shield-wall-yellow","Shield Wall","Yellow","Dynasty","DYN037",,Rainbow,,0,,,0,
"shield-wall-blue","Shield Wall","Blue","Dynasty","DYN038",,,,4,,,1,
"shield-wall-blue","Shield Wall","Blue","Dynasty","DYN038",,Rainbow,,0,,,0,
"shift-the-tide-of-battle-yellow","Shift the Tide of Battle","Yellow","Heavy Hitters","HVY102",,,,1,,,0,
"shift-the-tide-of-battle-yellow","Shift the Tide of Battle","Yellow","Heavy Hitters","HVY102",,Rainbow,,0,,,0,
"shifting-tides-blue","Shifting Tides","Blue","High Seas","SEA148",,,,4,,,1,
"shifting-tides-blue","Shifting Tides","Blue","High Seas","SEA148",,Rainbow,,0,,,0,
"shifting-tides-blue","Shifting Tides","Blue","High Seas","SEA148",,Cold,Alternate Border,,,,,
"shifting-winds-of-the-mystic-beast-blue","Shifting Winds of the Mystic Beast","Blue","Part the Mistveil","MST052",,,,0,,,,
"shifting-winds-of-the-mystic-beast-blue","Shifting Winds of the Mystic Beast","Blue","Part the Mistveil","MST052",,Rainbow,,0,,,,
"shimmer-of-the-blade-red","Shimmer of the Blade","Red","Mastery Pack: Warrior","MPW051",,,,,,,,
"shimmer-of-the-blade-red","Shimmer of the Blade","Red","Mastery Pack: Warrior","MPW051",,Rainbow,,,,,,
"shimmering-mirage-blue","Shimmering Mirage","Blue","Compendium of Rathe","PEN129",,,,4,,,2,
"shimmering-mirage-blue","Shimmering Mirage","Blue","Compendium of Rathe","PEN129",,Rainbow,,1,,,0,
"shimmering-mirage-blue","Shimmering Mirage","Blue","GEM","GEM125",,,Extended Art,,,,,
"shimmering-mirage-blue","Shimmering Mirage","Blue","GEM","GEM125",,Rainbow,Extended Art,,,,,
"shimmering-specter-red","Shimmering Specter","Red","Compendium of Rathe","PEN133",,,,4,,,1,
"shimmering-specter-red","Shimmering Specter","Red","Compendium of Rathe","PEN133",,Rainbow,,0,,,0,
"shimmering-specter-yellow","Shimmering Specter","Yellow","Compendium of Rathe","PEN134",,,,2,,,0,
"shimmering-specter-yellow","Shimmering Specter","Yellow","Compendium of Rathe","PEN134",,Rainbow,,0,,,0,
"shimmering-specter-blue","Shimmering Specter","Blue","Compendium of Rathe","PEN135",,,,4,,,1,
"shimmering-specter-blue","Shimmering Specter","Blue","Compendium of Rathe","PEN135",,Rainbow,,0,,,0,
"shimmers-of-silver-blue","Shimmers of Silver","Blue","Armory Deck Legends: Prism","APR027",,,,,,,,
"shimmers-of-silver-blue","Shimmers of Silver","Blue","Everfest","EVR140",First,,,3,,,0,
"shimmers-of-silver-blue","Shimmers of Silver","Blue","Everfest","EVR140",First,Rainbow,,0,,,0,
"shimmers-of-silver-blue","Shimmers of Silver","Blue","Promos","JDG026",,Cold,,,,,,
"shining-courage-red","Shining Courage","Red","Super Slam","SUP034",,,,1,,,0,
"shining-courage-red","Shining Courage","Red","Super Slam","SUP034",,Rainbow,,1,,,0,
"shining-courage-red","Shining Courage","Red","GEM","GEM090",,,Extended Art,0,,,,
"shining-courage-red","Shining Courage","Red","GEM","GEM090",,Rainbow,Extended Art,1,,,,
"shitty-xmas-present-yellow","Shitty Xmas Present","Yellow","Promos","LGS099",,Rainbow,,,,,,
"shiver","Shiver","","Tales of Aria","ELE033",Unlimited,,,9,,,8,
"shiver","Shiver","","Tales of Aria","ELE033",First,,,,,,,
"shiver","Shiver","","Lexi Blitz Deck","LXI002",,,,,,,,
"shiver","Shiver","","Promos","LGS067",,Cold,,,,,,
"shiyana-diamond-gemini","Shiyana, Diamond Gemini","","Crucible of War","CRU097",Unlimited,Rainbow,,0,,,,
"shiyana-diamond-gemini","Shiyana, Diamond Gemini","","Crucible of War","CRU097",First,Cold,,,,,,
"shock-charmers","Shock Charmers","","Tales of Aria","ELE173",Unlimited,Rainbow,,1,,,0,
"shock-charmers","Shock Charmers","","Tales of Aria","ELE173",First,Cold,,,,,,
"shock-charmers","Shock Charmers","","Promos","FAB054",,Gold,,,,,,
"shock-frock","Shock Frock","","Armory Deck: Aurora","AST004",,Rainbow,,,,,,
"shock-striker-red","Shock Striker","Red","Tales of Aria","ELE195",Unlimited,,,8,,,5,
"shock-striker-red","Shock Striker","Red","Tales of Aria","ELE195",Unlimited,Rainbow,,0,,,0,
"shock-striker-red","Shock Striker","Red","Tales of Aria","ELE195",First,,,,,,,
"shock-striker-red","Shock Striker","Red","Tales of Aria","ELE195",First,Rainbow,,,,,,
"shock-striker-red","Shock Striker","Red","Lexi Blitz Deck","LXI015",,,,,,,,
"shock-striker-yellow","Shock Striker","Yellow","Tales of Aria","ELE196",Unlimited,,,8,,,6,
"shock-striker-yellow","Shock Striker","Yellow","Tales of Aria","ELE196",Unlimited,Rainbow,,1,,,0,
"shock-striker-yellow","Shock Striker","Yellow","Tales of Aria","ELE196",First,,,,,,,
"shock-striker-yellow","Shock Striker","Yellow","Tales of Aria","ELE196",First,Rainbow,,,,,,
"shock-striker-blue","Shock Striker","Blue","Tales of Aria","ELE197",Unlimited,,,8,,,6,
"shock-striker-blue","Shock Striker","Blue","Tales of Aria","ELE197",Unlimited,Rainbow,,1,,,0,
"shock-striker-blue","Shock Striker","Blue","Tales of Aria","ELE197",First,,,,,,,
"shock-striker-blue","Shock Striker","Blue","Tales of Aria","ELE197",First,Rainbow,,,,,,
"shoot-your-mouth-off-red","Shoot Your Mouth Off","Red","Super Slam","SUP189",,,,4,,,2,
"shoot-your-mouth-off-red","Shoot Your Mouth Off","Red","Super Slam","SUP189",,Rainbow,,1,,,0,
"shoot-your-mouth-off-yellow","Shoot Your Mouth Off","Yellow","Super Slam","SUP190",,,,4,,,1,
"shoot-your-mouth-off-yellow","Shoot Your Mouth Off","Yellow","Super Slam","SUP190",,Rainbow,,0,,,0,
"shoot-your-mouth-off-blue","Shoot Your Mouth Off","Blue","Super Slam","SUP191",,,,4,,,1,
"shoot-your-mouth-off-blue","Shoot Your Mouth Off","Blue","Super Slam","SUP191",,Rainbow,,0,,,0,
"short-and-sharp-red","Short and Sharp","Red","Outsiders","OUT154",,,,8,,,5,
"short-and-sharp-red","Short and Sharp","Red","Outsiders","OUT154",,Rainbow,,0,,,0,
"short-and-sharp-red","Short and Sharp","Red","Benji Blitz Deck","BEN013",,,,,,,,
"short-and-sharp-red","Short and Sharp","Red","Arakni Blitz Deck","ARA017",,,,,,,,
"short-and-sharp-yellow","Short and Sharp","Yellow","Outsiders","OUT155",,,,9,,,6,
"short-and-sharp-yellow","Short and Sharp","Yellow","Outsiders","OUT155",,Rainbow,,0,,,0,
"short-and-sharp-blue","Short and Sharp","Blue","Outsiders","OUT156",,,,10,,,8,
"short-and-sharp-blue","Short and Sharp","Blue","Outsiders","OUT156",,Rainbow,,1,,,0,
"short-shrift-yellow","Short Shrift","Yellow","Lyath Silver Age Deck","SLY021",,,,,,,,
"short-shrift-yellow","Short Shrift","Yellow","Super Slam","SUP192",,,,4,,,1,
"short-shrift-yellow","Short Shrift","Yellow","Super Slam","SUP192",,Rainbow,,0,,,0,
"shove-off-blue","Shove Off","Blue","Dorinthea Demo Deck","DDD014",,,,,,,,
"shove-off-blue","Shove Off","Blue","Armory Deck: Olympia","AOL021",,,,,,,,
"shove-off-blue","Shove Off","Blue","Mastery Pack: Warrior","MPW052",,,,,,,,
"shove-off-blue","Shove Off","Blue","Mastery Pack: Warrior","MPW052",,Rainbow,,,,,,
"shove-off-blue","Shove Off","Blue","Promos","LGS457",,Cold,Extended Art,,,,,
"show-no-mercy-red","Show No Mercy","Red","Armory Deck: Rhinar","ARR013",,,,,,,,
"show-no-mercy-red","Show No Mercy","Red","Heavy Hitters","HVY013",,,,0,,,,
"show-no-mercy-red","Show No Mercy","Red","Heavy Hitters","HVY013",,Rainbow,,0,,,,
"show-of-strength-red","Show of Strength","Red","Super Slam","SUP128",,,,1,,,0,
"show-of-strength-red","Show of Strength","Red","Super Slam","SUP128",,Cold,Extended Art,,,,,
"show-time-blue","Show Time!","Blue","History Pack 1","1HP054",,,,0,,,,
"show-time-blue","Show Time!","Blue","Welcome to Rathe","WTR047",Unlimited,,,3,,,0,
"show-time-blue","Show Time!","Blue","Welcome to Rathe","WTR047",Unlimited,Rainbow,,0,,,0,
"show-time-blue","Show Time!","Blue","Welcome to Rathe","WTR047",Alpha,,,,,,,
"show-time-blue","Show Time!","Blue","Welcome to Rathe","WTR047",Alpha,Rainbow,,,,,,
"showdown-red","Showdown","Red","Mastery Pack: Warrior","MPW126",,,,,,,,
