Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
natures-path-pilgrimage-yellow,Nature's Path Pilgrimage,Yellow,History Pack 1,1HP178,,,,3,,,,
natures-path-pilgrimage-blue,Nature's Path Pilgrimage,Blue,History Pack 1,1HP179,,,,7,,,,
dash-inventor-extraordinaire,"Dash, Inventor Extraordinaire",,History Pack 1,1HP180,,,,2,,,,
dash,Dash,,History Pack 1,1HP181,,,,2,,,,
plasma-barrel-shot,Plasma Barrel Shot,,History Pack 1,1HP183,,,,1,,,,
teklo-plasma-pistol,Teklo Plasma Pistol,,History Pack 1,1HP184,,,,1,,,,
achilles-accelerator,Achilles Accelerator,,History Pack 1,1HP186,,,,2,,,,
high-octane-red,High Octane,Red,History Pack 1,1HP188,,,,1,,,,
plasma-purifier-red,Plasma Purifier,Red,History Pack 1,1HP190,,,,2,,,,
spark-of-genius-yellow,Spark of Genius,Yellow,History Pack 1,1HP191,,,,1,,,,
high-speed-impact-red,High Speed Impact,Red,History Pack 1,1HP193,,,,3,,,,
high-speed-impact-yellow,High Speed Impact,Yellow,History Pack 1,1HP194,,,,2,,,,
high-speed-impact-blue,High Speed Impact,Blue,History Pack 1,1HP195,,,,2,,,,
pedal-to-the-metal-red,Pedal to the Metal,Red,History Pack 1,1HP196,,,,3,,,,
pedal-to-the-metal-yellow,Pedal to the Metal,Yellow,History Pack 1,1HP197,,,,2,,,,
pedal-to-the-metal-blue,Pedal to the Metal,Blue,History Pack 1,1HP198,,,,3,,,,
aether-sink-yellow,Aether Sink,Yellow,History Pack 1,1HP199,,,,2,,,,
cognition-nodes-blue,Cognition Nodes,Blue,History Pack 1,1HP200,,,,2,,,,
convection-amplifier-red,Convection Amplifier,Red,History Pack 1,1HP201,,,,1,,,,
combustible-courier-red,Combustible Courier,Red,History Pack 1,1HP202,,,,6,,,,
combustible-courier-yellow,Combustible Courier,Yellow,History Pack 1,1HP203,,,,7,,,,
combustible-courier-blue,Combustible Courier,Blue,History Pack 1,1HP204,,,,3,,,,
over-loop-red,Over Loop,Red,History Pack 1,1HP205,,,,3,,,,
over-loop-yellow,Over Loop,Yellow,History Pack 1,1HP206,,,,6,,,,
over-loop-blue,Over Loop,Blue,History Pack 1,1HP207,,,,5,,,,
throttle-red,Throttle,Red,History Pack 1,1HP208,,,,4,,,,
throttle-yellow,Throttle,Yellow,History Pack 1,1HP209,,,,3,,,,
throttle-blue,Throttle,Blue,History Pack 1,1HP210,,,,6,,,,
zero-to-sixty-red,Zero to Sixty,Red,History Pack 1,1HP211,,,,6,,,,
zero-to-sixty-yellow,Zero to Sixty,Yellow,History Pack 1,1HP212,,,,3,,,,
zero-to-sixty-blue,Zero to Sixty,Blue,History Pack 1,1HP213,,,,5,,,,
zipper-hit-red,Zipper Hit,Red,History Pack 1,1HP214,,,,4,,,,
zipper-hit-yellow,Zipper Hit,Yellow,History Pack 1,1HP215,,,,3,,,,
zipper-hit-blue,Zipper Hit,Blue,History Pack 1,1HP216,,,,6,,,,
dissipation-shield-yellow,Dissipation Shield,Yellow,History Pack 1,1HP217,,,,3,,,,
hyper-driver-red,Hyper Driver,Red,History Pack 1,1HP218,,,,8,,,,
optekal-monocle-blue,Optekal Monocle,Blue,History Pack 1,1HP219,,,,5,,,,
kavdaen-trader-of-skins,"Kavdaen, Trader of Skins",,History Pack 1,1HP220,,,,3,,,,
azalea-ace-in-the-hole,"Azalea, Ace in the Hole",,History Pack 1,1HP221,,,,1,,,,
azalea,Azalea,,History Pack 1,1HP222,,,,1,,,,
death-dealer,Death Dealer,,History Pack 1,1HP223,,,,1,,,,
red-liner,Red Liner,,History Pack 1,1HP224,,,,2,,,,
skullbone-crosswrap,Skullbone Crosswrap,,History Pack 1,1HP225,,,,1,,,,
bulls-eye-bracers,Bull's Eye Bracers,,History Pack 1,1HP226,,,,4,,,,
red-in-the-ledger-red,Red in the Ledger,Red,History Pack 1,1HP229,,,,1,,,,
remorseless-red,Remorseless,Red,History Pack 1,1HP230,,,,1,,,,
feign-death-yellow,Feign Death,Yellow,History Pack 1,1HP233,,,,1,,,,
take-cover-red,Take Cover,Red,History Pack 1,1HP234,,,,1,,,,
take-cover-yellow,Take Cover,Yellow,History Pack 1,1HP235,,,,1,,,,
take-cover-blue,Take Cover,Blue,History Pack 1,1HP236,,,,3,,,,
take-aim-red,Take Aim,Red,History Pack 1,1HP237,,,,1,,,,
take-aim-yellow,Take Aim,Yellow,History Pack 1,1HP238,,,,1,,,,
take-aim-blue,Take Aim,Blue,History Pack 1,1HP239,,,,3,,,,
head-shot-red,Head Shot,Red,History Pack 1,1HP240,,,,4,,,,
head-shot-yellow,Head Shot,Yellow,History Pack 1,1HP241,,,,5,,,,
head-shot-blue,Head Shot,Blue,History Pack 1,1HP242,,,,5,,,,
ridge-rider-shot-red,Ridge Rider Shot,Red,History Pack 1,1HP243,,,,4,,,,
ridge-rider-shot-yellow,Ridge Rider Shot,Yellow,History Pack 1,1HP244,,,,6,,,,
ridge-rider-shot-blue,Ridge Rider Shot,Blue,History Pack 1,1HP245,,,,4,,,,
salvage-shot-red,Salvage Shot,Red,History Pack 1,1HP246,,,,6,,,,
salvage-shot-yellow,Salvage Shot,Yellow,History Pack 1,1HP247,,,,7,,,,
salvage-shot-blue,Salvage Shot,Blue,History Pack 1,1HP248,,,,6,,,,
searing-shot-red,Searing Shot,Red,History Pack 1,1HP249,,,,3,,,,
searing-shot-yellow,Searing Shot,Yellow,History Pack 1,1HP250,,,,6,,,,
searing-shot-blue,Searing Shot,Blue,History Pack 1,1HP251,,,,5,,,,
sic-em-shot-red,Sic 'Em Shot,Red,History Pack 1,1HP252,,,,6,,,,
sic-em-shot-yellow,Sic 'Em Shot,Yellow,History Pack 1,1HP253,,,,2,,,,
sic-em-shot-blue,Sic 'Em Shot,Blue,History Pack 1,1HP254,,,,7,,,,
sleep-dart-red,Sleep Dart,Red,History Pack 1,1HP255,,,,3,,,,
sleep-dart-yellow,Sleep Dart,Yellow,History Pack 1,1HP256,,,,4,,,,
sleep-dart-blue,Sleep Dart,Blue,History Pack 1,1HP257,,,,6,,,,
viserai-rune-blood,"Viserai, Rune Blood",,History Pack 1,1HP258,,,,1,,,,
viserai,Viserai,,History Pack 1,1HP259,,,,1,,,,
nebula-blade,Nebula Blade,,History Pack 1,1HP260,,,,1,,,,
reaping-blade,Reaping Blade,,History Pack 1,1HP261,,,,2,,,,
grasp-of-the-arknight,Grasp of the Arknight,,History Pack 1,1HP262,,,,1,,,,
crown-of-dichotomy,Crown of Dichotomy,,History Pack 1,1HP263,,,,2,,,,
bloodsheath-skeleta,Bloodsheath Skeleta,,History Pack 1,1HP264,,,,1,,,,
dread-triptych-blue,Dread Triptych,Blue,History Pack 1,1HP266,,,,1,,,,
mordred-tide-red,Mordred Tide,Red,History Pack 1,1HP268,,,,1,,,,
spellblade-assault-red,Spellblade Assault,Red,History Pack 1,1HP270,,,,1,,,,
spellblade-assault-yellow,Spellblade Assault,Yellow,History Pack 1,1HP271,,,,1,,,,
spellblade-assault-blue,Spellblade Assault,Blue,History Pack 1,1HP272,,,,1,,,,
reduce-to-runechant-red,Reduce to Runechant,Red,History Pack 1,1HP273,,,,3,,,,
reduce-to-runechant-yellow,Reduce to Runechant,Yellow,History Pack 1,1HP274,,,,1,,,,
reduce-to-runechant-blue,Reduce to Runechant,Blue,History Pack 1,1HP275,,,,4,,,,
mauvrion-skies-red,Mauvrion Skies,Red,History Pack 1,1HP276,,,,2,,,,
mauvrion-skies-yellow,Mauvrion Skies,Yellow,History Pack 1,1HP277,,,,2,,,,
mauvrion-skies-blue,Mauvrion Skies,Blue,History Pack 1,1HP278,,,,2,,,,
oath-of-the-arknight-yellow,Oath of the Arknight,Yellow,History Pack 1,1HP280,,,,3,,,,
oath-of-the-arknight-blue,Oath of the Arknight,Blue,History Pack 1,1HP281,,,,1,,,,
amplify-the-arknight-red,Amplify the Arknight,Red,History Pack 1,1HP282,,,,7,,,,
amplify-the-arknight-yellow,Amplify the Arknight,Yellow,History Pack 1,1HP283,,,,5,,,,
amplify-the-arknight-blue,Amplify the Arknight,Blue,History Pack 1,1HP284,,,,7,,,,
meat-and-greet-red,Meat and Greet,Red,History Pack 1,1HP285,,,,7,,,,
meat-and-greet-yellow,Meat and Greet,Yellow,History Pack 1,1HP286,,,,4,,,,
meat-and-greet-blue,Meat and Greet,Blue,History Pack 1,1HP287,,,,6,,,,
rune-flash-red,Rune Flash,Red,History Pack 1,1HP288,,,,4,,,,
rune-flash-yellow,Rune Flash,Yellow,History Pack 1,1HP289,,,,6,,,,
rune-flash-blue,Rune Flash,Blue,History Pack 1,1HP290,,,,4,,,,
bloodspill-invocation-red,Bloodspill Invocation,Red,History Pack 1,1HP291,,,,6,,,,
bloodspill-invocation-yellow,Bloodspill Invocation,Yellow,History Pack 1,1HP292,,,,3,,,,
bloodspill-invocation-blue,Bloodspill Invocation,Blue,History Pack 1,1HP293,,,,3,,,,
read-the-runes-red,Read the Runes,Red,History Pack 1,1HP294,,,,4,,,,
read-the-runes-yellow,Read the Runes,Yellow,History Pack 1,1HP295,,,,4,,,,
read-the-runes-blue,Read the Runes,Blue,History Pack 1,1HP296,,,,7,,,,
sutcliffes-research-notes-red,Sutcliffe's Research Notes,Red,History Pack 1,1HP297,,,,6,,,,
sutcliffes-research-notes-yellow,Sutcliffe's Research Notes,Yellow,History Pack 1,1HP298,,,,7,,,,
sutcliffes-research-notes-blue,Sutcliffe's Research Notes,Blue,History Pack 1,1HP299,,,,5,,,,
runechant,Runechant,,History Pack 1,1HP300,,,,1,,,,
kano-dracai-of-aether,"Kano, Dracai of Aether",,History Pack 1,1HP301,,,,1,,,,
kano,Kano,,History Pack 1,1HP302,,,,2,,,,
crucible-of-aetherweave,Crucible of Aetherweave,,History Pack 1,1HP303,,,,1,,,,
robe-of-rapture,Robe of Rapture,,History Pack 1,1HP306,,,,2,,,,
metacarpus-node,Metacarpus Node,,History Pack 1,1HP307,,,,1,,,,
blazing-aether-red,Blazing Aether,Red,History Pack 1,1HP308,,,,1,,,,
forked-lightning-red,Forked Lightning,Red,History Pack 1,1HP310,,,,1,,,,
sonic-boom-yellow,Sonic Boom,Yellow,History Pack 1,1HP312,,,,1,,,,
aether-spindle-red,Aether Spindle,Red,History Pack 1,1HP314,,,,1,,,,
aether-spindle-yellow,Aether Spindle,Yellow,History Pack 1,1HP315,,,,1,,,,
aether-spindle-blue,Aether Spindle,Blue,History Pack 1,1HP316,,,,2,,,,
cindering-foresight-red,Cindering Foresight,Red,History Pack 1,1HP317,,,,1,,,,
cindering-foresight-yellow,Cindering Foresight,Yellow,History Pack 1,1HP318,,,,1,,,,
cindering-foresight-blue,Cindering Foresight,Blue,History Pack 1,1HP319,,,,1,,,,
stir-the-aetherwinds-red,Stir the Aetherwinds,Red,History Pack 1,1HP320,,,,1,,,,
stir-the-aetherwinds-yellow,Stir the Aetherwinds,Yellow,History Pack 1,1HP321,,,,2,,,,
aether-flare-red,Aether Flare,Red,History Pack 1,1HP323,,,,4,,,,
aether-flare-yellow,Aether Flare,Yellow,History Pack 1,1HP324,,,,6,,,,
aether-flare-blue,Aether Flare,Blue,History Pack 1,1HP325,,,,4,,,,
reverberate-red,Reverberate,Red,History Pack 1,1HP326,,,,3,,,,
reverberate-yellow,Reverberate,Yellow,History Pack 1,1HP327,,,,4,,,,
reverberate-blue,Reverberate,Blue,History Pack 1,1HP328,,,,7,,,,
scalding-rain-red,Scalding Rain,Red,History Pack 1,1HP329,,,,4,,,,
scalding-rain-yellow,Scalding Rain,Yellow,History Pack 1,1HP330,,,,3,,,,
scalding-rain-blue,Scalding Rain,Blue,History Pack 1,1HP331,,,,6,,,,
snapback-red,Snapback,Red,History Pack 1,1HP332,,,,6,,,,
snapback-yellow,Snapback,Yellow,History Pack 1,1HP333,,,,6,,,,
snapback-blue,Snapback,Blue,History Pack 1,1HP334,,,,5,,,,
voltic-bolt-red,Voltic Bolt,Red,History Pack 1,1HP335,,,,5,,,,
voltic-bolt-yellow,Voltic Bolt,Yellow,History Pack 1,1HP336,,,,5,,,,
voltic-bolt-blue,Voltic Bolt,Blue,History Pack 1,1HP337,,,,3,,,,
zap-red,Zap,Red,History Pack 1,1HP338,,,,6,,,,
zap-yellow,Zap,Yellow,History Pack 1,1HP339,,,,3,,,,
zap-blue,Zap,Blue,History Pack 1,1HP340,,,,7,,,,
fyendals-spring-tunic,Fyendal's Spring Tunic,,History Pack 1,1HP341,,,,1,,,,
ironrot-helm,Ironrot Helm,,History Pack 1,1HP342,,,,2,,,,
ironrot-plate,Ironrot Plate,,History Pack 1,1HP343,,,,2,,,,
ironrot-gauntlet,Ironrot Gauntlet,,History Pack 1,1HP344,,,,3,,,,
ironrot-legs,Ironrot Legs,,History Pack 1,1HP345,,,,3,,,,
nullrune-hood,Nullrune Hood,,History Pack 1,1HP346,,,,3,,,,
nullrune-robe,Nullrune Robe,,History Pack 1,1HP347,,,,4,,,,
nullrune-gloves,Nullrune Gloves,,History Pack 1,1HP348,,,,2,,,,
nullrune-boots,Nullrune Boots,,History Pack 1,1HP349,,,,2,,,,
hope-merchants-hood,Hope Merchant's Hood,,History Pack 1,1HP350,,,,2,,,,
goliath-gauntlet,Goliath Gauntlet,,History Pack 1,1HP352,,,,3,,,,
snapdragon-scalers,Snapdragon Scalers,,History Pack 1,1HP353,,,,2,,,,
talismanic-lens,Talismanic Lens,,History Pack 1,1HP354,,,,2,,,,
bracers-of-belief,Bracers of Belief,,History Pack 1,1HP355,,,,3,,,,
vest-of-the-first-fist,Vest of the First Fist,,History Pack 1,1HP356,,,,2,,,,
mage-master-boots,Mage Master Boots,,History Pack 1,1HP357,,,,4,,,,
gamblers-gloves,Gambler's Gloves,,History Pack 1,1HP358,,,,1,,,,
command-and-conquer-red,Command and Conquer,Red,History Pack 1,1HP360,,,,1,,,,
enlightened-strike-red,Enlightened Strike,Red,History Pack 1,1HP361,,,,1,,,,
last-ditch-effort-blue,Last Ditch Effort,Blue,History Pack 1,1HP362,,,,1,,,,
crazy-brew-blue,Crazy Brew,Blue,History Pack 1,1HP363,,,,1,,,,
tome-of-fyendal-yellow,Tome of Fyendal,Yellow,History Pack 1,1HP365,,,,2,,,,
art-of-war-yellow,Art of War,Yellow,History Pack 1,1HP366,,,,1,,,,
life-for-a-life-red,Life for a Life,Red,History Pack 1,1HP368,,,,4,,,,
life-for-a-life-yellow,Life for a Life,Yellow,History Pack 1,1HP369,,,,2,,,,
life-for-a-life-blue,Life for a Life,Blue,History Pack 1,1HP370,,,,1,,,,
snatch-red,Snatch,Red,History Pack 1,1HP371,,,,2,,,,
snatch-yellow,Snatch,Yellow,History Pack 1,1HP372,,,,2,,,,
springboard-somersault-yellow,Springboard Somersault,Yellow,History Pack 1,1HP374,,,,1,,,,
enchanting-melody-red,Enchanting Melody,Red,History Pack 1,1HP375,,,,2,,,,
enchanting-melody-yellow,Enchanting Melody,Yellow,History Pack 1,1HP376,,,,1,,,,
enchanting-melody-blue,Enchanting Melody,Blue,History Pack 1,1HP377,,,,2,,,,
plunder-run-red,Plunder Run,Red,History Pack 1,1HP378,,,,1,,,,
plunder-run-yellow,Plunder Run,Yellow,History Pack 1,1HP379,,,,1,,,,
plunder-run-blue,Plunder Run,Blue,History Pack 1,1HP380,,,,3,,,,
energy-potion-blue,Energy Potion,Blue,History Pack 1,1HP381,,,,2,,,,
potion-of-strength-blue,Potion of Strength,Blue,History Pack 1,1HP382,,,,2,,,,
timesnap-potion-blue,Timesnap Potion,Blue,History Pack 1,1HP383,,,,2,,,,
eirinas-prayer-yellow,Eirina's Prayer,Yellow,History Pack 1,1HP385,,,,1,,,,
eirinas-prayer-blue,Eirina's Prayer,Blue,History Pack 1,1HP386,,,,2,,,,
sigil-of-solace-red,Sigil of Solace,Red,History Pack 1,1HP387,,,,2,,,,
sigil-of-solace-yellow,Sigil of Solace,Yellow,History Pack 1,1HP388,,,,1,,,,
sigil-of-solace-blue,Sigil of Solace,Blue,History Pack 1,1HP389,,,,2,,,,
flock-of-the-feather-walkers-red,Flock of the Feather Walkers,Red,History Pack 1,1HP390,,,,3,,,,
flock-of-the-feather-walkers-yellow,Flock of the Feather Walkers,Yellow,History Pack 1,1HP391,,,,5,,,,
flock-of-the-feather-walkers-blue,Flock of the Feather Walkers,Blue,History Pack 1,1HP392,,,,4,,,,
ravenous-rabble-red,Ravenous Rabble,Red,History Pack 1,1HP393,,,,3,,,,
ravenous-rabble-yellow,Ravenous Rabble,Yellow,History Pack 1,1HP394,,,,4,,,,
ravenous-rabble-blue,Ravenous Rabble,Blue,History Pack 1,1HP395,,,,3,,,,
welcome-to-rathe-red,Welcome to Rathe,Red,History Pack 1,1HP396,,,,5,,,,
welcome-to-rathe-yellow,Welcome to Rathe,Yellow,History Pack 1,1HP397,,,,4,,,,
welcome-to-rathe-blue,Welcome to Rathe,Blue,History Pack 1,1HP398,,,,3,,,,
pummel-red,Pummel,Red,History Pack 1,1HP399,,,,7,,,,
pummel-yellow,Pummel,Yellow,History Pack 1,1HP400,,,,4,,,,
pummel-blue,Pummel,Blue,History Pack 1,1HP401,,,,5,,,,
razor-reflex-red,Razor Reflex,Red,History Pack 1,1HP402,,,,4,,,,
razor-reflex-yellow,Razor Reflex,Yellow,History Pack 1,1HP403,,,,4,,,,
razor-reflex-blue,Razor Reflex,Blue,History Pack 1,1HP404,,,,3,,,,
fate-foreseen-red,Fate Foreseen,Red,History Pack 1,1HP405,,,,3,,,,
fate-foreseen-yellow,Fate Foreseen,Yellow,History Pack 1,1HP406,,,,4,,,,
fate-foreseen-blue,Fate Foreseen,Blue,History Pack 1,1HP407,,,,3,,,,
sink-below-red,Sink Below,Red,History Pack 1,1HP408,,,,4,,,,
sink-below-yellow,Sink Below,Yellow,History Pack 1,1HP409,,,,3,,,,
sink-below-blue,Sink Below,Blue,History Pack 1,1HP410,,,,3,,,,
unmovable-red,Unmovable,Red,History Pack 1,1HP411,,,,4,,,,
unmovable-yellow,Unmovable,Yellow,History Pack 1,1HP412,,,,3,,,,
unmovable-blue,Unmovable,Blue,History Pack 1,1HP413,,,,3,,,,
come-to-fight-red,Come to Fight,Red,History Pack 1,1HP414,,,,4,,,,
come-to-fight-yellow,Come to Fight,Yellow,History Pack 1,1HP415,,,,4,,,,
come-to-fight-blue,Come to Fight,Blue,History Pack 1,1HP416,,,,3,,,,
nimblism-red,Nimblism,Red,History Pack 1,1HP417,,,,5,,,,
nimblism-yellow,Nimblism,Yellow,History Pack 1,1HP418,,,,3,,,,
nimblism-blue,Nimblism,Blue,History Pack 1,1HP419,,,,4,,,,
sloggism-red,Sloggism,Red,History Pack 1,1HP420,,,,3,,,,
sloggism-yellow,Sloggism,Yellow,History Pack 1,1HP421,,,,6,,,,
sloggism-blue,Sloggism,Blue,History Pack 1,1HP422,,,,3,,,,
whisper-of-the-oracle-red,Whisper of the Oracle,Red,History Pack 1,1HP423,,,,3,,,,
whisper-of-the-oracle-yellow,Whisper of the Oracle,Yellow,History Pack 1,1HP424,,,,4,,,,
whisper-of-the-oracle-blue,Whisper of the Oracle,Blue,History Pack 1,1HP425,,,,3,,,,
copper,Copper,,History Pack 2,1HP426,,,,3,,,,
quicken,Quicken,,History Pack 3,1HP427,,,,1,,,,
prism-sculptor-of-arc-light,"Prism, Sculptor of Arc Light",,Monarch,MON001,Unlimited,,,1,,,,
prism,Prism,,Monarch,MON002,Unlimited,,,1,,,,
luminaris,Luminaris,,Monarch,MON003,Unlimited,,,1,,,,
arc-light-sentinel-yellow,Arc Light Sentinel,Yellow,Monarch,MON005,Unlimited,,,2,,,,
genesis-yellow,Genesis,Yellow,Monarch,MON006,Unlimited,Rainbow,,1,,,,
herald-of-judgment-yellow,Herald of Judgment,Yellow,Monarch,MON007,Unlimited,,,2,,,,
herald-of-triumph-red,Herald of Triumph,Red,Monarch,MON008,Unlimited,Rainbow,,1,,,,
herald-of-triumph-yellow,Herald of Triumph,Yellow,Monarch,MON009,Unlimited,Rainbow,,1,,,,
herald-of-triumph-blue,Herald of Triumph,Blue,Monarch,MON010,Unlimited,,,1,,,,
parable-of-humility-yellow,Parable of Humility,Yellow,Monarch,MON011,Unlimited,Rainbow,,1,,,,
merciful-retribution-yellow,Merciful Retribution,Yellow,Monarch,MON012,Unlimited,,,1,,,,
herald-of-protection-red,Herald of Protection,Red,Monarch,MON014,Unlimited,,,2,,,,
herald-of-protection-yellow,Herald of Protection,Yellow,Monarch,MON015,Unlimited,,,5,,,,
herald-of-protection-blue,Herald of Protection,Blue,Monarch,MON016,Unlimited,,,5,,,,
herald-of-ravages-red,Herald of Ravages,Red,Monarch,MON017,Unlimited,,,3,,,,
herald-of-ravages-yellow,Herald of Ravages,Yellow,Monarch,MON018,Unlimited,,,4,,,,
herald-of-ravages-blue,Herald of Ravages,Blue,Monarch,MON019,Unlimited,,,3,,,,
herald-of-rebirth-red,Herald of Rebirth,Red,Monarch,MON020,Unlimited,,,2,,,,
herald-of-rebirth-yellow,Herald of Rebirth,Yellow,Monarch,MON021,Unlimited,,,4,,,,
herald-of-rebirth-blue,Herald of Rebirth,Blue,Monarch,MON022,Unlimited,,,4,,,,
herald-of-tenacity-red,Herald of Tenacity,Red,Monarch,MON023,Unlimited,,,3,,,,
herald-of-tenacity-red,Herald of Tenacity,Red,Monarch,MON023,Unlimited,Rainbow,,2,,,,
herald-of-tenacity-yellow,Herald of Tenacity,Yellow,Monarch,MON024,Unlimited,,,4,,,,
herald-of-tenacity-blue,Herald of Tenacity,Blue,Monarch,MON025,Unlimited,,,4,,,,
herald-of-tenacity-blue,Herald of Tenacity,Blue,Monarch,MON025,Unlimited,Rainbow,,1,,,,
wartune-herald-red,Wartune Herald,Red,Monarch,MON026,Unlimited,,,4,,,,
wartune-herald-red,Wartune Herald,Red,Monarch,MON026,Unlimited,Rainbow,,1,,,,
wartune-herald-yellow,Wartune Herald,Yellow,Monarch,MON027,Unlimited,,,4,,,,
wartune-herald-blue,Wartune Herald,Blue,Monarch,MON028,Unlimited,,,4,,,,
ser-boltyn-breaker-of-dawn,"Ser Boltyn, Breaker of Dawn",,Monarch,MON029,Unlimited,,,1,,,,
boltyn,Boltyn,,Monarch,MON030,Unlimited,,,1,,,,
v-of-the-vanguard-yellow,V of the Vanguard,Yellow,Monarch,MON035,Unlimited,Rainbow,,1,,,,
battlefield-blitz-red,Battlefield Blitz,Red,Monarch,MON036,Unlimited,,,2,,,,
battlefield-blitz-red,Battlefield Blitz,Red,Monarch,MON036,Unlimited,Rainbow,,1,,,,
battlefield-blitz-yellow,Battlefield Blitz,Yellow,Monarch,MON037,Unlimited,,,1,,,,
valiant-thrust-red,Valiant Thrust,Red,Monarch,MON039,Unlimited,,,2,,,,
valiant-thrust-yellow,Valiant Thrust,Yellow,Monarch,MON040,Unlimited,,,1,,,,
valiant-thrust-blue,Valiant Thrust,Blue,Monarch,MON041,Unlimited,,,3,,,,
bolt-of-courage-red,Bolt of Courage,Red,Monarch,MON042,Unlimited,,,4,,,,
bolt-of-courage-yellow,Bolt of Courage,Yellow,Monarch,MON043,Unlimited,,,5,,,,
bolt-of-courage-yellow,Bolt of Courage,Yellow,Monarch,MON043,Unlimited,Rainbow,,1,,,,
bolt-of-courage-blue,Bolt of Courage,Blue,Monarch,MON044,Unlimited,,,6,,,,
cross-the-line-red,Cross the Line,Red,Monarch,MON045,Unlimited,,,5,,,,
cross-the-line-red,Cross the Line,Red,Monarch,MON045,Unlimited,Rainbow,,1,,,,
cross-the-line-yellow,Cross the Line,Yellow,Monarch,MON046,Unlimited,,,4,,,,
cross-the-line-blue,Cross the Line,Blue,Monarch,MON047,Unlimited,,,2,,,,
engulfing-light-red,Engulfing Light,Red,Monarch,MON048,Unlimited,,,4,,,,
engulfing-light-yellow,Engulfing Light,Yellow,Monarch,MON049,Unlimited,,,4,,,,
engulfing-light-blue,Engulfing Light,Blue,Monarch,MON050,Unlimited,,,2,,,,
express-lightning-red,Express Lightning,Red,Monarch,MON051,Unlimited,,,3,,,,
express-lightning-red,Express Lightning,Red,Monarch,MON051,Unlimited,Rainbow,,1,,,,
express-lightning-yellow,Express Lightning,Yellow,Monarch,MON052,Unlimited,,,4,,,,
express-lightning-blue,Express Lightning,Blue,Monarch,MON053,Unlimited,,,4,,,,
take-flight-red,Take Flight,Red,Monarch,MON054,Unlimited,,,5,,,,
take-flight-yellow,Take Flight,Yellow,Monarch,MON055,Unlimited,,,6,,,,
take-flight-blue,Take Flight,Blue,Monarch,MON056,Unlimited,,,5,,,,
courageous-steelhand-red,Courageous Steelhand,Red,Monarch,MON057,Unlimited,,,5,,,,
courageous-steelhand-yellow,Courageous Steelhand,Yellow,Monarch,MON058,Unlimited,,,6,,,,
courageous-steelhand-blue,Courageous Steelhand,Blue,Monarch,MON059,Unlimited,,,6,,,,
vestige-of-sol,Vestige of Sol,,Monarch,MON060,Unlimited,Rainbow,,1,,,,
halo-of-illumination,Halo of Illumination,,Monarch,MON061,Unlimited,,,4,,,,
soul-shield-yellow,Soul Shield,Yellow,Monarch,MON063,Unlimited,,,2,,,,
soul-food-yellow,Soul Food,Yellow,Monarch,MON064,Unlimited,,,1,,,,
tome-of-divinity-yellow,Tome of Divinity,Yellow,Monarch,MON065,Unlimited,,,1,,,,
glisten-red,Glisten,Red,Monarch,MON069,Unlimited,,,2,,,,
glisten-red,Glisten,Red,Monarch,MON069,Unlimited,Rainbow,,1,,,,
glisten-blue,Glisten,Blue,Monarch,MON071,Unlimited,,,1,,,,
illuminate-red,Illuminate,Red,Monarch,MON072,Unlimited,,,6,,,,
illuminate-yellow,Illuminate,Yellow,Monarch,MON073,Unlimited,,,2,,,,
illuminate-blue,Illuminate,Blue,Monarch,MON074,Unlimited,,,3,,,,
impenetrable-belief-red,Impenetrable Belief,Red,Monarch,MON075,Unlimited,,,4,,,,
impenetrable-belief-yellow,Impenetrable Belief,Yellow,Monarch,MON076,Unlimited,,,3,,,,
impenetrable-belief-blue,Impenetrable Belief,Blue,Monarch,MON077,Unlimited,,,3,,,,
rising-solartide-red,Rising Solartide,Red,Monarch,MON078,Unlimited,,,4,,,,
rising-solartide-yellow,Rising Solartide,Yellow,Monarch,MON079,Unlimited,,,4,,,,
rising-solartide-blue,Rising Solartide,Blue,Monarch,MON080,Unlimited,,,6,,,,
rising-solartide-blue,Rising Solartide,Blue,Monarch,MON080,Unlimited,Rainbow,,1,,,,
seek-enlightenment-red,Seek Enlightenment,Red,Monarch,MON081,Unlimited,,,3,,,,
seek-enlightenment-yellow,Seek Enlightenment,Yellow,Monarch,MON082,Unlimited,,,1,,,,
seek-enlightenment-blue,Seek Enlightenment,Blue,Monarch,MON083,Unlimited,,,4,,,,
blinding-beam-red,Blinding Beam,Red,Monarch,MON084,Unlimited,,,3,,,,
blinding-beam-yellow,Blinding Beam,Yellow,Monarch,MON085,Unlimited,,,2,,,,
blinding-beam-blue,Blinding Beam,Blue,Monarch,MON086,Unlimited,,,3,,,,
ray-of-hope-yellow,Ray of Hope,Yellow,Monarch,MON087,Unlimited,,,5,,,,
ray-of-hope-yellow,Ray of Hope,Yellow,Monarch,MON087,Unlimited,Rainbow,,1,,,,
iris-of-reality,Iris of Reality,,Monarch,MON088,Unlimited,,,1,,,,
dream-weavers,Dream Weavers,,Monarch,MON090,Unlimited,,,4,,,,
prismatic-shield-red,Prismatic Shield,Red,Monarch,MON092,Unlimited,,,1,,,,
prismatic-shield-blue,Prismatic Shield,Blue,Monarch,MON094,Unlimited,,,1,,,,
phantasmify-red,Phantasmify,Red,Monarch,MON095,Unlimited,,,1,,,,
phantasmify-blue,Phantasmify,Blue,Monarch,MON097,Unlimited,,,2,,,,
